address,city,price(USD),bds,ba,sqft,state,url
10528 Bermuda Isle Dr,TAMPA,528999,6,5,3473,FL,https://www.zillow.com/homedetails/10528-Bermuda-Isle-Dr-Tampa-FL-33647/68576225_zpid/
2489 NW 64th St,Boca Raton,199900,3,3,2645,FL,https://www.zillow.com/homedetails/2489-NW-64th-St-Boca-Raton-FL-33496/46698821_zpid/
(undisclosed Address),Palm Beach,61500000,7,14,22975,FL,https://www.zillow.com/homedetails/(undisclosed-Address)-Palm-Beach-FL-33480/2109520304_zpid/
8025 Glen Abbey Cir,FORT MYERS,129900,3,3,1807,FL,https://www.zillow.com/homedetails/8025-Glen-Abbey-Cir-Fort-Myers-FL-33912/45538741_zpid/
15031 Cedar Branch Way,Orlando,349900,4,4,2641,FL,https://www.zillow.com/homedetails/15031-Cedar-Branch-Way-Orlando-FL-32824/71065703_zpid/
16020 Loch Katrine Trl APT 7904,DELRAY BEACH,119999,3,3,2025,FL,https://www.zillow.com/homedetails/16020-Loch-Katrine-Trl-APT-7904-Delray-Beach-FL-33446/46613445_zpid/
11156 Clover Leaf Cir,BOCA RATON,89900,2,2,2035,FL,https://www.zillow.com/homedetails/11156-Clover-Leaf-Cir-Boca-Raton-FL-33428/46507630_zpid/
2750 Gordon Dr,Naples,42500000,6,14,18172,FL,https://www.zillow.com/homedetails/2750-Gordon-Dr-Naples-FL-34102/43731180_zpid/
11080 Summerspring Lakes Dr,ORLANDO,434900,5,4,3033,FL,https://www.zillow.com/homedetails/11080-Summerspring-Lakes-Dr-Orlando-FL-32825/54435712_zpid/
12310 Harbour Ridge Blvd,PALM CITY,95000,3,3,1723,FL,https://www.zillow.com/homedetails/12310-Harbour-Ridge-Blvd-Palm-City-FL-34990/47858479_zpid/
4976 Castle St W,Kissimmee,234950,5,4,2656,FL,https://www.zillow.com/homedetails/4976-Castle-St-W-Kissimmee-FL-34758/82102635_zpid/
6360/6342 N Bay Rd,Miami Beach,44500000,12,17,13220,FL,https://www.zillow.com/homedetails/6360-6342-N-Bay-Rd-Miami-Beach-FL-33141/2086323745_zpid/
2412 S Red Rd,Miami,598000,3,2,1911,FL,https://www.zillow.com/homedetails/2412-S-Red-Rd-Miami-FL-33155/44188377_zpid/
8671 SW 17th Ave,STUART,1,4,3,2166,FL,https://www.zillow.com/homedetails/8671-SW-17th-Ave-Stuart-FL-34997/54565163_zpid/
1625 S Miami Ave,Miami,1399777,6,11,5500,FL,https://www.zillow.com/homedetails/1625-S-Miami-Ave-Miami-FL-33129/43866473_zpid/
2517 NW 53rd St,BOCA RATON,150000,3,3,2401,FL,https://www.zillow.com/homedetails/2517-NW-53rd-St-Boca-Raton-FL-33496/46700056_zpid/
3966 Distant Moon Ct,Jacksonville,250000,4,3,2831,FL,https://www.zillow.com/homedetails/3966-Distant-Moon-Ct-Jacksonville-FL-32210/44416214_zpid/
11646 Wynnfield Lakes Cir,Jacksonville,225000,4,3,2985,FL,https://www.zillow.com/homedetails/11646-Wynnfield-Lakes-Cir-Jacksonville-FL-32246/109747536_zpid/
415 S Royal Palm Way,TAMPA,11000000,5,8,9269,FL,https://www.zillow.com/homedetails/415-S-Royal-Palm-Way-Tampa-FL-33609/45046916_zpid/
46 Star Island Dr,Miami Beach,39950000,10,12,18356,FL,https://www.zillow.com/homedetails/46-Star-Island-Dr-Miami-Beach-FL-33139/43908309_zpid/
1613 Savona Pkwy,CAPE CORAL,250000,3,2,1966,FL,https://www.zillow.com/homedetails/1613-Savona-Pkwy-Cape-Coral-FL-33904/45396833_zpid/
3001 SW 18th Ter LOT 166,Fort Lauderdale,149500,2,2,1920,FL,https://www.zillow.com/homedetails/3001-SW-18th-Ter-LOT-166-Fort-Lauderdale-FL-33315/2095673953_zpid/
1008 Winterberry Ln,Orlando,169900,3,2,1009,FL,https://www.zillow.com/homedetails/1008-Winterberry-Ln-Orlando-FL-32811/46233284_zpid/
6695 NW 23rd Ter,Boca Raton,169900,4,3.5,3085,FL,https://www.zillow.com/homedetails/6695-NW-23rd-Ter-Boca-Raton-FL-33496/46699354_zpid/
7178 Cypress Cove Rd # 25,Jacksonville,94900,3,2,1490,FL,https://www.zillow.com/homedetails/7178-Cypress-Cove-Rd-25-Jacksonville-FL-32244/44496080_zpid/
2016 Bridgeview Cir,ORLANDO,275000,4,3,2030,FL,https://www.zillow.com/homedetails/2016-Bridgeview-Cir-Orlando-FL-32824/46230009_zpid/
13455 Phoenix Dr,Orlando,324900,4,3,2632,FL,https://www.zillow.com/homedetails/13455-Phoenix-Dr-Orlando-FL-32828/82101374_zpid/
1086 25th St SW,VERO BEACH,199000,4,3,2100,FL,https://www.zillow.com/homedetails/1086-25th-St-SW-Vero-Beach-FL-32962/45277667_zpid/
10020 Heather Ln APT 902,Naples,225000,3,2,1547,FL,https://www.zillow.com/homedetails/10020-Heather-Ln-APT-902-Naples-FL-34119/70758636_zpid/
3603 Bridgewood Dr,BOCA RATON,29900,2,2,1400,FL,https://www.zillow.com/homedetails/3603-Bridgewood-Dr-Boca-Raton-FL-33434/46645990_zpid/
3100 Gordon Dr,Naples,49500000,5,8,15996,FL,https://www.zillow.com/homedetails/3100-Gordon-Dr-Naples-FL-34102/43731210_zpid/
2921 Crutchfield Rd,Lakeland,70000,4,2,2427,FL,https://www.zillow.com/homedetails/2921-Crutchfield-Rd-Lakeland-FL-33805/47331133_zpid/
6011 Le Lac Rd,BOCA RATON,25000000,7,19,41010,FL,https://www.zillow.com/homedetails/6011-Le-Lac-Rd-Boca-Raton-FL-33496/46628409_zpid/
1904 Independence Ave,Melbourne,119900,3,2,1904,FL,https://www.zillow.com/homedetails/1904-Independence-Ave-Melbourne-FL-32940/43434156_zpid/
5848 Dailey Ln,NEW PORT RICHEY,249000,4,3,1872,FL,https://www.zillow.com/homedetails/5848-Dailey-Ln-New-Port-Richey-FL-34652/46354037_zpid/
802 Druid Rd S,Clearwater,15900000,14,17,23919,FL,https://www.zillow.com/homedetails/802-Druid-Rd-S-Clearwater-FL-33756/81407740_zpid/
116 NE 48th Ter,Gainesville,54000,3,2,1300,FL,https://www.zillow.com/homedetails/116-NE-48th-Ter-Gainesville-FL-32641/42733442_zpid/
7608 Sequoia Dr,New Port Richey,115000,3,2,1348,FL,https://www.zillow.com/homedetails/7608-Sequoia-Dr-New-Port-Richey-FL-34653/46466529_zpid/
28 Newcastle Dr,Kissimmee,75000,3,2,1352,FL,https://www.zillow.com/homedetails/28-Newcastle-Dr-Kissimmee-FL-34746/2087906863_zpid/
782 Eagle Creek Dr APT 102,Naples,99900,2,2,1534,FL,https://www.zillow.com/homedetails/782-Eagle-Creek-Dr-APT-102-Naples-FL-34113/2146738463_zpid/
100 S Pointe Dr PENTHOUSE 2,Miami beach,48000000,7,8,11031,FL,https://www.zillow.com/homedetails/100-S-Pointe-Dr-PENTHOUSE-2-Miami-Beach-FL-33139/62927199_zpid/
4740 Walden Cir # 32,Orlando,89900,2,2,956,FL,https://www.zillow.com/homedetails/4740-Walden-Cir-32-Orlando-FL-32811/2093720650_zpid/
2464 NW 64th St,BOCA RATON,219000,3,3,1910,FL,https://www.zillow.com/homedetails/2464-NW-64th-St-Boca-Raton-FL-33496/46698878_zpid/
725 38th Ave S,SAINT PETERSBURG,129000,3,2,1877,FL,https://www.zillow.com/homedetails/725-38th-Ave-S-Saint-Petersburg-FL-33705/47244721_zpid/
2 Quintana Roo Ln,Port St Lucie,23900,2,2,1416,FL,https://www.zillow.com/homedetails/2-Quintana-Roo-Ln-Port-St-Lucie-FL-34952/2101188021_zpid/
430 W San Marino Dr,Miami Beach,22500000,5,7,7000,FL,https://www.zillow.com/homedetails/430-W-San-Marino-Dr-Miami-Beach-FL-33139/43894914_zpid/
15342 Strathearn Dr APT 12304,DELRAY BEACH,89900,3,3,2025,FL,https://www.zillow.com/homedetails/15342-Strathearn-Dr-APT-12304-Delray-Beach-FL-33446/46613649_zpid/
2800 S Portofino Rd,Saint Augustine,312500,4,3,2360,FL,https://www.zillow.com/homedetails/2800-S-Portofino-Rd-Saint-Augustine-FL-32092/84675273_zpid/
1904 NE 20th Ave,Cape Coral,151800,4,3,2113,FL,https://www.zillow.com/homedetails/1904-NE-20th-Ave-Cape-Coral-FL-33909/81867433_zpid/
3381 SW 18th St,Fort Lauderdale,299000,4,2,2345,FL,https://www.zillow.com/homedetails/3381-SW-18th-St-Fort-Lauderdale-FL-33312/43216147_zpid/
8400 Gallberry Cir,PORT SAINT LUCIE,89900,2,2,1544,FL,https://www.zillow.com/homedetails/8400-Gallberry-Cir-Port-Saint-Lucie-FL-34952/47853358_zpid/
1840 S Bayshore Ln,Miami,8500000,6,8,12863,FL,https://www.zillow.com/homedetails/1840-S-Bayshore-Ln-Miami-FL-33133/92442054_zpid/
5115 Cruz Rd,Jacksonville,139900,3,3,1416,FL,https://www.zillow.com/homedetails/5115-Cruz-Rd-Jacksonville-FL-32207/89841991_zpid/
4150 Hibiscus Rd,VENICE,229000,3,2,1396,FL,https://www.zillow.com/homedetails/4150-Hibiscus-Rd-Venice-FL-34293/47575297_zpid/
2324 W Avery St,PENSACOLA,110000,3,2,2000,FL,https://www.zillow.com/homedetails/2324-W-Avery-St-Pensacola-FL-32505/44669589_zpid/
2609 E 27th Ave,Tampa,179900,3,2,1266,FL,https://www.zillow.com/homedetails/2609-E-27th-Ave-Tampa-FL-33605/99634100_zpid/
6606 Woodthrush Hl,Orlando,104900,3,2,1310,FL,https://www.zillow.com/homedetails/6606-Woodthrush-Hl-Orlando-FL-32810/2086195721_zpid/
916 SW 132nd Ter,Davie,62000,3,2,1456,FL,https://www.zillow.com/homedetails/916-SW-132nd-Ter-Davie-FL-33325/2085834981_zpid/
9912 Lake Louise Dr,WINDERMERE,23000000,11,14,25466,FL,https://www.zillow.com/homedetails/9912-Lake-Louise-Dr-Windermere-FL-34786/46163238_zpid/
555 NE 15th St APT 421,Miami,138000,1,1,450,FL,https://www.zillow.com/homedetails/555-NE-15th-St-APT-421-Miami-FL-33132/43833344_zpid/
11114 Newbridge Dr,RIVERVIEW,185000,3,2,1656,FL,https://www.zillow.com/homedetails/11114-Newbridge-Dr-Riverview-FL-33579/66723697_zpid/
3255 Buffalo Run,TARPON SPRINGS,9850000,9,13,20519,FL,https://www.zillow.com/homedetails/3255-Buffalo-Run-Tarpon-Springs-FL-34688/68597932_zpid/
3414 Bellingham Dr,Orlando,209000,4,2,1835,FL,https://www.zillow.com/homedetails/3414-Bellingham-Dr-Orlando-FL-32825/46085644_zpid/
14108 Pullman Dr,SPRING HILL,204800,4,3,3901,FL,https://www.zillow.com/homedetails/14108-Pullman-Dr-Spring-Hill-FL-34609/44799680_zpid/
125 W Hancock St,LAKELAND,219900,3,3,1850,FL,https://www.zillow.com/homedetails/125-W-Hancock-St-Lakeland-FL-33803/47386741_zpid/
2053 NW 52nd St,BOCA RATON,74070,2,2.5,1527,FL,https://www.zillow.com/homedetails/2053-NW-52nd-St-Boca-Raton-FL-33496/46698428_zpid/
12004 Butler Woods Cir,RIVERVIEW,189900,3,3,1780,FL,https://www.zillow.com/homedetails/12004-Butler-Woods-Cir-Riverview-FL-33579/68581926_zpid/
6 Hudson Falls Dr,Ormond Beach,34000,2,2,1176,FL,https://www.zillow.com/homedetails/6-Hudson-Falls-Dr-Ormond-Beach-FL-32174/2140353211_zpid/
6815 Willow Wood Dr APT 4014,BOCA RATON,24999,2,2,1255,FL,https://www.zillow.com/homedetails/6815-Willow-Wood-Dr-APT-4014-Boca-Raton-FL-33434/46644671_zpid/
5518 Dogwood Way,Tamarac,199000,3,3,1770,FL,https://www.zillow.com/homedetails/5518-Dogwood-Way-Tamarac-FL-33319/2087012328_zpid/
9137 Sloane St,ORLANDO,3900000,5,7,9200,FL,https://www.zillow.com/homedetails/9137-Sloane-St-Orlando-FL-32827/46079593_zpid/
1940 S Highway A1a,VERO BEACH,29900000,12,14.5,16086,FL,https://www.zillow.com/homedetails/1940-S-Highway-A1a-Vero-Beach-FL-32963/45275082_zpid/
4644 Mill Station Pl,Jacksonville,259500,4,2,1983,FL,https://www.zillow.com/homedetails/4644-Mill-Station-Pl-Jacksonville-FL-32257/44552696_zpid/
10221 Timberland Point Dr,Tampa,298800,4,3,2298,FL,https://www.zillow.com/homedetails/10221-Timberland-Point-Dr-Tampa-FL-33647/154892465_zpid/
(undisclosed Address),NORTH PALM BEACH,49500000,11,15,23176,FL,https://www.zillow.com/homedetails/(undisclosed-Address)-North-Palm-Beach-FL-33408/2090666459_zpid/
109 Clubhouse Ln APT 296,Naples,100000,2,2,1758,FL,https://www.zillow.com/homedetails/109-Clubhouse-Ln-APT-296-Naples-FL-34105/2085927745_zpid/
2534 NW 52nd St,BOCA RATON,149000,3,3,1897,FL,https://www.zillow.com/homedetails/2534-NW-52nd-St-Boca-Raton-FL-33496/46699960_zpid/
1101 E Humphrey St,Tampa,199900,3,2,1300,FL,https://www.zillow.com/homedetails/1101-E-Humphrey-St-Tampa-FL-33604/82983241_zpid/
4572 White Cedar Ln,DELRAY BEACH,249000,3,3,2148,FL,https://www.zillow.com/homedetails/4572-White-Cedar-Ln-Delray-Beach-FL-33445/46761515_zpid/
4 Tahiti Beach Island Rd,Coral Gables,39500000,10,11,18359,FL,https://www.zillow.com/homedetails/4-Tahiti-Beach-Island-Rd-Coral-Gables-FL-33143/92438856_zpid/
845 Longboat Club Rd,LONGBOAT KEY,22500000,6,7,19300,FL,https://www.zillow.com/homedetails/845-Longboat-Club-Rd-Longboat-Key-FL-34228/70423512_zpid/
1832 Galleon Dr,NAPLES,39900000,5,10,12781,FL,https://www.zillow.com/homedetails/1832-Galleon-Dr-Naples-FL-34102/43736038_zpid/
1136 Cherry Valley Way,ORLANDO,245000,3,2,1565,FL,https://www.zillow.com/homedetails/1136-Cherry-Valley-Way-Orlando-FL-32828/54441409_zpid/
13418 Harbour Ridge Blvd # 1A,Fort Pierce,25000,3,2,1749,FL,https://www.zillow.com/homedetails/13418-Harbour-Ridge-Blvd-1A-Fort-Pierce-FL-34950/47858892_zpid/
1228 Windsor Harbor Dr,Jacksonville,3569000,7,9,10282,FL,https://www.zillow.com/homedetails/1228-Windsor-Harbor-Dr-Jacksonville-FL-32225/44601777_zpid/
5000 Culbreath Key Way APT 8323,TAMPA,115900,1,1,654,FL,https://www.zillow.com/homedetails/5000-Culbreath-Key-Way-APT-8323-Tampa-FL-33611/64774515_zpid/
15195 Angus Rd,POLK CITY,159900,6,7,3550,FL,https://www.zillow.com/homedetails/15195-Angus-Rd-Polk-City-FL-33868/55133928_zpid/
3799 Flamingo Ave,SARASOTA,13900000,4,5,8138,FL,https://www.zillow.com/homedetails/3799-Flamingo-Ave-Sarasota-FL-34242/47610170_zpid/
1040 S Ocean Blvd,Lantana,39950000,8,15,16570,FL,https://www.zillow.com/homedetails/1040-S-Ocean-Blvd-Lantana-FL-33462/46839005_zpid/
212 La Peninsula Blvd # 212,Naples,399000,2,3,1860,FL,https://www.zillow.com/homedetails/212-La-Peninsula-Blvd-212-Naples-FL-34113/2085770904_zpid/
3004 E Mcberry St,Tampa,209900,3,2,1484,FL,https://www.zillow.com/homedetails/3004-E-Mcberry-St-Tampa-FL-33610/2087910590_zpid/
105 New Hope Rd,BRANDON,154900,3,2,1332,FL,https://www.zillow.com/homedetails/105-New-Hope-Rd-Brandon-FL-33510/44978523_zpid/
1010 18th St,Orlando,90000,3,1,1251,FL,https://www.zillow.com/homedetails/1010-18th-St-Orlando-FL-32805/46047231_zpid/
12331 Shadowbrook Ln,ORLANDO,389900,4,4,2998,FL,https://www.zillow.com/homedetails/12331-Shadowbrook-Ln-Orlando-FL-32828/54442537_zpid/
9200 Rockybrook Way,Delray Beach,20000000,7,12,26654,FL,https://www.zillow.com/homedetails/9200-Rockybrook-Way-Delray-Beach-FL-33446/103479176_zpid/
555 Park St S,SAINT PETERSBURG,695000,4,3,2924,FL,https://www.zillow.com/homedetails/555-Park-St-S-Saint-Petersburg-FL-33707/47125392_zpid/
2211 SW 87th Way,Miramar,239000,3,3,1570,FL,https://www.zillow.com/homedetails/2211-SW-87th-Way-Miramar-FL-33025/72184077_zpid/
90 Leucadendra Dr,Coral Gables,29900000,9,12,11609,FL,https://www.zillow.com/homedetails/90-Leucadendra-Dr-Coral-Gables-FL-33156/43920995_zpid/
674 Dub Rd,Tallahassee,167900,3,2,3043,FL,https://www.zillow.com/homedetails/674-Dub-Rd-Tallahassee-FL-32305/45633766_zpid/
13031 Shoreside Ct,Fort Myers,359900,4,3,2875,FL,https://www.zillow.com/homedetails/13031-Shoreside-Ct-Fort-Myers-FL-33913/2087424028_zpid/
21227 NE 51st Ave,Earleton,99000,4,4,2510,FL,https://www.zillow.com/homedetails/21227-NE-51st-Ave-Earleton-FL-32631/42742560_zpid/
1960 S Ocean Blvd,PALM BEACH,56000000,8,11,24600,FL,https://www.zillow.com/homedetails/1960-S-Ocean-Blvd-Palm-Beach-FL-33480/46846921_zpid/
28 Harbor Pt,Key Biscayne,25000000,7,9,11556,FL,https://www.zillow.com/homedetails/28-Harbor-Pt-Key-Biscayne-FL-33149/44035430_zpid/
6021 Bull Dolphin Ln # 3105,Orlando,132995,3,2,1568,FL,https://www.zillow.com/homedetails/6021-Bull-Dolphin-Ln-3105-Orlando-FL-32822/2085775915_zpid/
2748 Ranch House Rd,Orlando,89900,3,2,1456,FL,https://www.zillow.com/homedetails/2748-Ranch-House-Rd-Orlando-FL-32822/2090980518_zpid/
1811 NE 23rd Ter,CAPE CORAL,179900,3,2,1196,FL,https://www.zillow.com/homedetails/1811-NE-23rd-Ter-Cape-Coral-FL-33909/45534793_zpid/
1240 Coconut Dr,FORT MYERS,15950000,6,11,10493,FL,https://www.zillow.com/homedetails/1240-Coconut-Dr-Fort-Myers-FL-33901/45502070_zpid/
10435 Canary Isle Dr,Tampa,395000,5,3,3152,FL,https://www.zillow.com/homedetails/10435-Canary-Isle-Dr-Tampa-FL-33647/44960965_zpid/
6565 SW 30th St,Miami,698000,4,3,2940,FL,https://www.zillow.com/homedetails/6565-SW-30th-St-Miami-FL-33155/44187409_zpid/
10302 Sugar Mill Ct,North Fort Myers,26900,2,2,1456,FL,https://www.zillow.com/homedetails/10302-Sugar-Mill-Ct-North-Fort-Myers-FL-33903/2085586707_zpid/
9508 Windy Ridge Rd,WINDERMERE,28500000,7,14,51000,FL,https://www.zillow.com/homedetails/9508-Windy-Ridge-Rd-Windermere-FL-34786/121159534_zpid/
338 Colgan Ave SE,Port Charlotte,210000,3,3,1894,FL,https://www.zillow.com/homedetails/338-Colgan-Ave-SE-Port-Charlotte-FL-33952/43549125_zpid/
8266 Quail Meadow Way,WEST PALM BEACH,144900,3,2,1593,FL,https://www.zillow.com/homedetails/8266-Quail-Meadow-Way-West-Palm-Beach-FL-33412/46916953_zpid/
